pi.vec,procedure,FDR,n,bound,power
0.30000000000000004,SAFFRON,0.05334957048977627,100,1,0.34463759181773856
0.30000000000000004,LOND,0.015253143874574899,100,1,0.3402636577597306
0.35,Bonferroni,0.002390756968200994,100,1,0.27610499526312376
0.35,LORD,0.01245609119776622,100,1,0.3155353270819892
0.35,ADDIS,0.027550449468280128,100,1,0.3657256617441531
0.35,LORD2.plus,0.021430328759444162,100,1,0.3603538554214623
0.35,SAFFRON,0.050020609596151455,100,1,0.3617173622062082
0.35,LOND,0.01426509234930784,100,1,0.3477437631504813
0.4,Bonferroni,0.001992497869392126,100,1,0.2757791895619368
0.4,LORD,0.012217035995032172,100,1,0.3243668515286598
0.4,ADDIS,0.026585607258405714,100,1,0.37872305914549415
0.4,LORD2.plus,0.020787868063693177,100,1,0.37081465992395196
0.4,SAFFRON,0.04749506271527763,100,1,0.3779572766675807
0.4,LOND,0.01355144632095649,100,1,0.3535814812638526
0.45000000000000007,Bonferroni,0.0017034682315931484,100,1,0.2762210122618424
0.45000000000000007,LORD,0.011302521147240438,100,1,0.3328771581491903
0.45000000000000007,ADDIS,0.02565827195141908,100,1,0.3901715746696151
0.45000000000000007,LORD2.plus,0.019143255747910263,100,1,0.38036564216593344
0.45000000000000007,SAFFRON,0.045289073266681204,100,1,0.3943733322258879
0.45000000000000007,LOND,0.012198729616528594,100,1,0.35963472012592096
0.5,Bonferroni,0.001395554217422254,100,1,0.27634330962638487
0.5,LORD,0.010599324598045985,100,1,0.34047757706729326
0.5,ADDIS,0.024358074060488295,100,1,0.40182762472673444
0.5,LORD2.plus,0.01784380798949947,100,1,0.38918185477932155
0.5,SAFFRON,0.041955698346007465,100,1,0.4083017631317653
0.5,LOND,0.011299472245196437,100,1,0.3651502515970309
0.55,Bonferroni,0.0011969333680429716,100,1,0.27617889497325077
0.55,LORD,0.009633954579231569,100,1,0.347029389321296
0.55,ADDIS,0.022443673325083766,100,1,0.4116347006865352
0.55,LORD2.plus,0.016257092122289755,100,1,0.3967163323143715
0.55,SAFFRON,0.03876968556780827,100,1,0.4212189805219878
0.55,LOND,0.010289765945333453,100,1,0.36975083623317223
0.6,Bonferroni,9.428844857768057e-4,100,1,0.2761142400443026
0.6,LORD,0.008590663937860255,100,1,0.3536589301750926
0.6,ADDIS,0.021124127786003578,100,1,0.4218972188046502
0.6,LORD2.plus,0.01456419959420948,100,1,0.4043600269943019
0.6,SAFFRON,0.035168314254101295,100,1,0.4347028542152037
0.6,LOND,0.009155587466038978,100,1,0.3746733145665866
0.65,Bonferroni,7.474901080872494e-4,100,1,0.27582446767529367
0.65,LORD,0.007507367519865222,100,1,0.35910349934146113
0.65,ADDIS,0.019075807443262004,100,1,0.4306398300032733
0.65,LORD2.plus,0.012677801045564851,100,1,0.4105573996156135
0.65,SAFFRON,0.03210344187807249,100,1,0.4474629897694372
0.65,LOND,0.007875959843334907,100,1,0.37881538743037607
0.7000000000000001,Bonferroni,5.922963960622217e-4,100,1,0.2758985352491753
0.7000000000000001,LORD,0.00664570194195229,100,1,0.36470914811459887
0.7000000000000001,ADDIS,0.017000365125515844,100,1,0.4399645428024729
0.7000000000000001,LORD2.plus,0.011204340679860389,100,1,0.4169405168118619
0.7000000000000001,SAFFRON,0.027919831430208306,100,1,0.46040489473627966
0.7000000000000001,LOND,0.006930967421073253,100,1,0.3828258944322063
0.75,Bonferroni,4.880836769158344e-4,100,1,0.27611851916779295
0.75,LORD,0.005615628677835579,100,1,0.3704805743990254
0.75,ADDIS,0.014520202384137886,100,1,0.44844595258644515
0.75,LORD2.plus,0.00945185899791113,100,1,0.4230584652935836
0.75,SAFFRON,0.024192136278881317,100,1,0.47283329646316824
0.75,LOND,0.005774633449078726,100,1,0.38696553102116127
0.8,Bonferroni,3.4056250718686676e-4,100,1,0.27609052590353883
0.8,LORD,0.004529307488345777,100,1,0.37564957055420595
0.8,ADDIS,0.012132589646311065,100,1,0.4577706277111012
0.8,LORD2.plus,0.0075602514081352665,100,1,0.4289088861225569
0.8,SAFFRON,0.02011597770529344,100,1,0.4854527435043916
0.8,LOND,0.004640526040628402,100,1,0.3907277326548656
0.85,Bonferroni,2.55243720438718e-4,100,1,0.2760234649233091
0.85,LORD,0.003374586579737964,100,1,0.38064987239747483
0.85,ADDIS,0.009428851376467364,100,1,0.46591997817252706
0.85,LORD2.plus,0.00568767159114606,100,1,0.434310981995161
0.85,SAFFRON,0.015713191621075727,100,1,0.4985116561760778
0.85,LOND,0.0034693260814385274,100,1,0.39439711744670913
0.9,Bonferroni,1.5909415985091447e-4,100,1,0.27603844401851857
0.9,LORD,0.002249475908139911,100,1,0.3854250237132237
0.9,ADDIS,0.0065794111295346845,100,1,0.47486516203045565
0.9,LORD2.plus,0.0038190129648135395,100,1,0.43947060779440894
0.9,SAFFRON,0.010920034263625866,100,1,0.5115022076792873
0.9,LOND,0.002331196904801942,100,1,0.39785795304082994
0.9500000000000001,Bonferroni,7.35775464177792e-5,100,1,0.27598896788299615
0.9500000000000001,LORD,0.0011268911137395515,100,1,0.3899355031404672
0.9500000000000001,ADDIS,0.0034688346871227602,100,1,0.4834641855910469
0.9500000000000001,LORD2.plus,0.00189029668273236,100,1,0.4442880131460489
0.9500000000000001,SAFFRON,0.005694972437668323,100,1,0.5251395030765496
0.9500000000000001,LOND,0.0011434012039872664,100,1,0.4010593219521826
1,Bonferroni,0,100,1,0.2761851
1,LORD,0,100,1,0.3948527
1,ADDIS,0,100,1,0.49208040000000003
1,LORD2.plus,0,100,1,0.44918120000000006
1,SAFFRON,0,100,1,0.5401592
1,LOND,0,100,1,0.40467050000000004
0.01,Bonferroni,0.0068535714285714285,100,0,0.20825403580510446
0.01,LORD,0.0038386813594005523,100,0,0.1910955968668282
0.01,ADDIS,0.021195234665231603,100,0,0.21891808682788735
0.01,LORD2.plus,0.003997846722501421,100,0,0.1918873712400287
0.01,SAFFRON,0.0460331047803757,100,0,0.20129881763483307
0.01,LOND,0.007038848170835013,100,0,0.20941516477973826
0.02,Bonferroni,0.005766904761904762,100,0,0.20735998690034177
0.02,LORD,0.003549561670538338,100,0,0.19266308636130508
0.02,ADDIS,0.02127975952134661,100,0,0.22321131405726785
0.02,LORD2.plus,0.0038665014816162665,100,0,0.19443928001560562
0.02,SAFFRON,0.045569677153417386,100,0,0.2067036805821502
0.02,LOND,0.006101422421463611,100,0,0.21009789218243374
0.03,Bonferroni,0.005475452380952381,100,0,0.2091595053716266
0.03,LORD,0.003792619649205224,100,0,0.19649902528690408
0.03,ADDIS,0.021544217715756906,100,0,0.22827207841749136
0.03,LORD2.plus,0.004145246514850637,100,0,0.19909941122062336
0.03,SAFFRON,0.0465222704401391,100,0,0.21344075362844905
0.03,LOND,0.0058186038564899826,100,0,0.21344744753835662
0.04,Bonferroni,0.00491334126984127,100,0,0.20772070608730256
0.04,LORD,0.0036093732527170347,100,0,0.19747569285623545
0.04,ADDIS,0.02270171554247451,100,0,0.23656762436805684
0.04,LORD2.plus,0.00399492584309846,100,0,0.20100093492247662
0.04,SAFFRON,0.048015810891743824,100,0,0.21612685038787074
0.04,LOND,0.00533063280406084,100,0,0.21371928509009286
0.05,Bonferroni,0.004459237373737374,100,0,0.206814427097295
0.05,LORD,0.0038258633721542585,100,0,0.19858764992274117
0.05,ADDIS,0.022904284762203967,100,0,0.23920570022071316
0.05,LORD2.plus,0.004366466234065907,100,0,0.20324346760842588
0.05,SAFFRON,0.04866135007087674,100,0,0.22267385835384587
0.05,LOND,0.005076477545664247,100,0,0.21436717261080568
0.060000000000000005,Bonferroni,0.004011448661491765,100,0,0.20829295629300582
0.060000000000000005,LORD,0.004085092582245188,100,0,0.2023742921122021
0.060000000000000005,ADDIS,0.02315297936973483,100,0,0.2470548802433773
0.060000000000000005,LORD2.plus,0.004568124880735625,100,0,0.2077306915777369
0.060000000000000005,SAFFRON,0.050748233570041885,100,0,0.2282959564241082
0.060000000000000005,LOND,0.0047555981019492145,100,0,0.21743907219441533
0.06999999999999999,Bonferroni,0.003423596278721279,100,0,0.2073861077718001
0.06999999999999999,LORD,0.003949705655074391,100,0,0.20401067223097877
0.06999999999999999,ADDIS,0.02362624515412519,100,0,0.25203624443845835
0.06999999999999999,LORD2.plus,0.004403661976756273,100,0,0.21010194822212022
0.06999999999999999,SAFFRON,0.05081419830047259,100,0,0.23529734650106124
0.06999999999999999,LOND,0.004294458411778097,100,0,0.21830042346838063
0.08,Bonferroni,0.003243868762816131,100,0,0.2074280479900643
0.08,LORD,0.004139223873482922,100,0,0.20627252243913907
0.08,ADDIS,0.025213055518133624,100,0,0.2568966506785571
0.08,LORD2.plus,0.0045848571023004246,100,0,0.21305148882304778
0.08,SAFFRON,0.05169414214416222,100,0,0.24068706222392694
0.08,LOND,0.004156286160816346,100,0,0.21978262339411228
0.09,Bonferroni,0.0031879700577200575,100,0,0.20792848380679557
0.09,LORD,0.004266098766891748,100,0,0.20989539403379434
0.09,ADDIS,0.02552516079532687,100,0,0.2625344061243813
0.09,LORD2.plus,0.0047792451866178415,100,0,0.21701807538719597
0.09,SAFFRON,0.05206165739820806,100,0,0.2452187095056172
0.09,LOND,0.004061574624866297,100,0,0.2217420646302153
0.1,Bonferroni,0.0026952189754689757,100,0,0.20781557079383062
0.1,LORD,0.0041349146323677085,100,0,0.2121428400253023
0.1,ADDIS,0.025675072386912627,100,0,0.26885842222838957
0.1,LORD2.plus,0.004719476384332617,100,0,0.21985753772651678
0.1,SAFFRON,0.05241525827674426,100,0,0.2515538897317739
0.1,LOND,0.003621495024520029,100,0,0.22311857685321335
0.15000000000000002,Bonferroni,0.0020299492700282173,100,0,0.20810817164377662
0.15000000000000002,LORD,0.004984688759240064,100,0,0.2256985509485591
0.15000000000000002,ADDIS,0.027281100484592927,100,0,0.2934573481825627
0.15000000000000002,LORD2.plus,0.00499665693820942,100,0,0.23449303301365676
0.15000000000000002,SAFFRON,0.05443803149117283,100,0,0.27891085615769196
0.15000000000000002,LOND,0.003009622582922287,100,0,0.229887684739932
0.2,Bonferroni,0.0015234664453193864,100,0,0.2072509313446175
0.2,LORD,0.0055251529259058374,100,0,0.23787154790118292
0.2,ADDIS,0.02819298755211006,100,0,0.3143234464740778
0.2,LORD2.plus,0.005206472773263978,100,0,0.24648522236305406
0.2,SAFFRON,0.055640189718503104,100,0,0.30258513206054044
0.2,LOND,0.002632500488579557,100,0,0.2350649477828023
0.25,Bonferroni,0.0010443145379875256,100,0,0.2082036842219097
0.25,LORD,0.005897765284183581,100,0,0.2510621710985475
0.25,ADDIS,0.027702099685715836,100,0,0.3324197236126737
0.25,LORD2.plus,0.004996696843087115,100,0,0.258832581326701
0.25,SAFFRON,0.05494821133599162,100,0,0.3249152555992902
0.25,LOND,0.0021599223875532945,100,0,0.24114505340140488
0.30000000000000004,Bonferroni,8.607738459510905e-4,100,0,0.20782110793395175
0.30000000000000004,LORD,0.0059047323464382784,100,0,0.2615209701473429
0.30000000000000004,ADDIS,0.027205069980269576,100,0,0.34784158596725623
0.30000000000000004,LORD2.plus,0.00470280886015691,100,0,0.26777176699778227
0.30000000000000004,SAFFRON,0.05313257349916981,100,0,0.3442286844492966
0.30000000000000004,LOND,0.0019042546802274774,100,0,0.24530062554256593
0.35,Bonferroni,6.603662172880439e-4,100,0,0.20784633799029859
0.35,LORD,0.006018274579866489,100,0,0.27192522252855034
0.35,ADDIS,0.026365858805693657,100,0,0.36272975924218487
0.35,LORD2.plus,0.0044971689165210875,100,0,0.2763699297098802
0.35,SAFFRON,0.04974633633449461,100,0,0.3612779779258398
0.35,LOND,0.0015894508432251432,100,0,0.24956833632799233
0.4,Bonferroni,5.764152377954236e-4,100,0,0.20777501498292053
0.4,LORD,0.006218451563142237,100,0,0.2811501791007806
0.4,ADDIS,0.025493778160319544,100,0,0.3755195732203236
0.4,LORD2.plus,0.004344708006298527,100,0,0.2838552642429208
0.4,SAFFRON,0.04726656383738953,100,0,0.3775116163487789
0.4,LOND,0.0015238515784560716,100,0,0.2532270393518427
0.45000000000000007,Bonferroni,4.461779641157215e-4,100,0,0.20809336689358232
0.45000000000000007,LORD,0.006067057107683814,100,0,0.29037991975518224
0.45000000000000007,ADDIS,0.024625283169417502,100,0,0.38691071584957404
0.45000000000000007,LORD2.plus,0.004125428063687898,100,0,0.2912088114941294
0.45000000000000007,SAFFRON,0.04506271422609543,100,0,0.3939063664224255
0.45000000000000007,LOND,0.001367697688093108,100,0,0.25715141061408875
0.5,Bonferroni,3.851169856520796e-4,100,0,0.20815945273251485
0.5,LORD,0.005839161434278959,100,0,0.2986390054790421
0.5,ADDIS,0.023318726302172393,100,0,0.3983830379015012
0.5,LORD2.plus,0.0037579920426181867,100,0,0.2975613420599236
0.5,SAFFRON,0.041741601461865487,100,0,0.407808042485463
0.5,LOND,0.0012316133231880108,100,0,0.2605605160022305
0.55,Bonferroni,3.1897555929798844e-4,100,0,0.2079881813005415
0.55,LORD,0.0055931267931176734,100,0,0.3061725719419785
0.55,ADDIS,0.02149969535665613,100,0,0.40808888163601553
0.55,LORD2.plus,0.003464716295491381,100,0,0.30316036011669967
0.55,SAFFRON,0.03855821635336868,100,0,0.42072025183022155
0.55,LOND,0.0011105980986798947,100,0,0.26350534917214224
0.6,Bonferroni,2.4579569424029664e-4,100,0,0.208118049501676
0.6,LORD,0.005137918941907811,100,0,0.3136316862503603
0.6,ADDIS,0.02023985842041839,100,0,0.41829273658946925
0.6,LORD2.plus,0.003047705640330202,100,0,0.3085940297630262
0.6,SAFFRON,0.03499721868968878,100,0,0.4341911372787024
0.6,LOND,9.248520928665957e-4,100,0,0.2663729021315335
0.65,Bonferroni,1.8128671075128052e-4,100,0,0.20780927217207493
0.65,LORD,0.004547946566596275,100,0,0.3200902937088644
0.65,ADDIS,0.01824942648972678,100,0,0.427006237871762
0.65,LORD2.plus,0.0026495288641487915,100,0,0.3132232233423303
0.65,SAFFRON,0.031942365759222296,100,0,0.44692830331649724
0.65,LOND,7.929260974023885e-4,100,0,0.2686939107328949
0.7000000000000001,Bonferroni,1.388052631123129e-4,100,0,0.20791474969266047
0.7000000000000001,LORD,0.004164909433931675,100,0,0.32651633514729467
0.7000000000000001,ADDIS,0.016265022973274208,100,0,0.436143976991175
0.7000000000000001,LORD2.plus,0.0023321656885456456,100,0,0.3176738755007299
0.7000000000000001,SAFFRON,0.027771692720562666,100,0,0.45983530176322546
0.7000000000000001,LOND,6.611656241266828e-4,100,0,0.2713334520988944
0.75,Bonferroni,1.2853918171215595e-4,100,0,0.20808354406447171
0.75,LORD,0.003554988532497279,100,0,0.3332639791661965
0.75,ADDIS,0.013870446762065792,100,0,0.4445586484120083
0.75,LORD2.plus,0.0019479650390215565,100,0,0.3225566186755558
0.75,SAFFRON,0.02406090117001845,100,0,0.4722777201117994
0.75,LOND,5.695062382873847e-4,100,0,0.2741215174034848
0.8,Bonferroni,9.606232998336248e-5,100,0,0.20796139806878777
0.8,LORD,0.0029183664085432777,100,0,0.33889550292682635
0.8,ADDIS,0.011581256474723111,100,0,0.4537807570310968
0.8,LORD2.plus,0.0015552063831657532,100,0,0.32641308258086693
0.8,SAFFRON,0.02001418531873322,100,0,0.4848700170656547
0.8,LOND,4.234487802757903e-4,100,0,0.2763781394952855
0.85,Bonferroni,6.499111299512773e-5,100,0,0.20790382325764437
0.85,LORD,0.0022528543743025944,100,0,0.3449564074792618
0.85,ADDIS,0.009022469119870735,100,0,0.46179631464162313
0.85,LORD2.plus,0.0011827608863024094,100,0,0.3305561556355545
0.85,SAFFRON,0.015630862818078812,100,0,0.49791089773958486
0.85,LOND,3.124989804874861e-4,100,0,0.2785978950122612
0.9,Bonferroni,4.389388833179859e-5,100,0,0.2079222708989589
0.9,LORD,0.0015141560513642338,100,0,0.3501945400068523
0.9,ADDIS,0.006283653795002287,100,0,0.47069302219339254
0.9,LORD2.plus,7.788044267732993e-4,100,0,0.3340915063808958
0.9,SAFFRON,0.010855484904787395,100,0,0.5108874435384863
0.9,LOND,2.1802060711622505e-4,100,0,0.280786632983288
0.9500000000000001,Bonferroni,1.9542171353112377e-5,100,0,0.20788453639067855
0.9500000000000001,LORD,7.867569801562436e-4,100,0,0.35531711047512
0.9500000000000001,ADDIS,0.003316036317861966,100,0,0.4791770066928723
0.9500000000000001,LORD2.plus,3.9147112672553795e-4,100,0,0.33746707956265887
0.9500000000000001,SAFFRON,0.0056656706565649155,100,0,0.5245043687665281
0.9500000000000001,LOND,1.0659403325757796e-4,100,0,0.2828380334069993
1,Bonferroni,0,100,0,0.20812170000000005
1,LORD,0,100,0,0.3611656
1,ADDIS,0,100,0,0.4877193
1,LORD2.plus,0,100,0,0.3413021
1,SAFFRON,0,100,0,0.5394925
1,LOND,0,100,0,0.2850661
0.01,Bonferroni,0.0076568147865206685,1000,1,0.29445839194235374
0.01,LORD,0.01379144198167456,1000,1,0.2647301022155162
0.01,ADDIS,0.033484718377558204,1000,1,0.2631742312159337
0.01,LORD2.plus,0.02348970154471133,1000,1,0.2914422072320863
0.01,SAFFRON,0.0623417207049603,1000,1,0.23000585152696293
0.01,LOND,0.016797439473618853,1000,1,0.31550146162983117
0.02,Bonferroni,0.0040292103536680845,1000,1,0.2927469144900515
0.02,LORD,0.01446144705867859,1000,1,0.2866842124089925
0.02,ADDIS,0.03757007729004386,1000,1,0.2915401715538602
0.02,LORD2.plus,0.026003910525032425,1000,1,0.3178137144204227
0.02,SAFFRON,0.07024517667810348,1000,1,0.2599236210571504
0.02,LOND,0.015784392326138152,1000,1,0.3288493871944913
0.03,Bonferroni,0.0032075202432268603,1000,1,0.2921416102718654
0.03,LORD,0.016601585049735922,1000,1,0.3031274323256362
0.03,ADDIS,0.03718194054928749,1000,1,0.3153711964610803
0.03,LORD2.plus,0.02900800784183189,1000,1,0.337264062733698
0.03,SAFFRON,0.07443864285240094,1000,1,0.2829287924961253
0.03,LOND,0.01731742065462578,1000,1,0.339541330704069
0.04,Bonferroni,0.0026341925445558345,1000,1,0.2919709405686122
0.04,LORD,0.01789575691565657,1000,1,0.31585771011610675
0.04,ADDIS,0.038112706944834804,1000,1,0.33409486519534726
0.04,LORD2.plus,0.03092408071165156,1000,1,0.35257275399285426
0.04,SAFFRON,0.07625463976099194,1000,1,0.3015688244446426
0.04,LOND,0.017506821769782407,1000,1,0.3481911357862567
0.05,Bonferroni,0.0024264931639585655,1000,1,0.29147179953647817
0.05,LORD,0.017678766511037645,1000,1,0.3259896482687429
0.05,ADDIS,0.04082420926817365,1000,1,0.3488286112439588
0.05,LORD2.plus,0.02984130353902967,1000,1,0.36398554604149225
0.05,SAFFRON,0.0774154334995911,1000,1,0.31731057362093323
0.05,LOND,0.016871220841646772,1000,1,0.3548236131216168
0.060000000000000005,Bonferroni,0.0016161545575702268,1000,1,0.2915715889224296
0.060000000000000005,LORD,0.019079478651353787,1000,1,0.3343721665892825
0.060000000000000005,ADDIS,0.04234148024433748,1000,1,0.3622774843325103
0.060000000000000005,LORD2.plus,0.03187480794748777,1000,1,0.37368747238883643
0.060000000000000005,SAFFRON,0.07788139518649138,1000,1,0.33127911058602016
0.060000000000000005,LOND,0.017686930902794728,1000,1,0.3609044913145209
0.06999999999999999,Bonferroni,0.0016697037408299567,1000,1,0.2922875816770211
0.06999999999999999,LORD,0.018765393962341816,1000,1,0.34254673882468895
0.06999999999999999,ADDIS,0.04314525733186036,1000,1,0.37264584163687525
0.06999999999999999,LORD2.plus,0.031208767883028884,1000,1,0.3830094664746792
0.06999999999999999,SAFFRON,0.0773995140567896,1000,1,0.3425571146304428
0.06999999999999999,LOND,0.017581376310453374,1000,1,0.3673276023679127
0.08,Bonferroni,0.0012774722330121764,1000,1,0.29225369961710973
0.08,LORD,0.019494252581939167,1000,1,0.3492943788714425
0.08,ADDIS,0.04182855525514756,1000,1,0.3811495882956253
0.08,LORD2.plus,0.0328612226722331,1000,1,0.3915398665218905
0.08,SAFFRON,0.0782990229676253,1000,1,0.35318697156714646
0.08,LOND,0.018125710206629918,1000,1,0.3729459554082147
0.09,Bonferroni,0.0010948491890261625,1000,1,0.292487388195741
0.09,LORD,0.017807350503807887,1000,1,0.3547830208963937
0.09,ADDIS,0.043203833189064844,1000,1,0.38912883391815756
0.09,LORD2.plus,0.029966527576948968,1000,1,0.39729392148097115
0.09,SAFFRON,0.07704296411384529,1000,1,0.3613331313507948
0.09,LOND,0.016402731318312075,1000,1,0.3768924650985136
0.1,Bonferroni,9.473974734248271e-4,1000,1,0.2922409050882932
0.1,LORD,0.017810847648594842,1000,1,0.3594512006150803
0.1,ADDIS,0.04156926684777855,1000,1,0.39695359740966685
0.1,LORD2.plus,0.03070909039760986,1000,1,0.4031284594535738
0.1,SAFFRON,0.07676404934040473,1000,1,0.37033689336747105
0.1,LOND,0.01636705011244619,1000,1,0.3810838487814518
0.15000000000000002,Bonferroni,6.913619574892445e-4,1000,1,0.29168178682981283
0.15000000000000002,LORD,0.017741330555966175,1000,1,0.379466974571507
0.15000000000000002,ADDIS,0.04351507563342327,1000,1,0.4260371334723381
0.15000000000000002,LORD2.plus,0.029838038943753933,1000,1,0.4263001438008067
0.15000000000000002,SAFFRON,0.0753777091099778,1000,1,0.40496750764205625
0.15000000000000002,LOND,0.016001529172973022,1000,1,0.39733820934886677
0.2,Bonferroni,4.49557561237625e-4,1000,1,0.292178696738417
0.2,LORD,0.016387966013717038,1000,1,0.3954407818674843
0.2,ADDIS,0.04052360493485208,1000,1,0.44648746832046105
0.2,LORD2.plus,0.028008248937763595,1000,1,0.4444580230836143
0.2,SAFFRON,0.07127671394763817,1000,1,0.4303443597804711
0.2,LOND,0.014825813395639558,1000,1,0.4105433464465405
0.25,Bonferroni,3.404764907971701e-4,1000,1,0.29238488421528414
0.25,LORD,0.01716254224976446,1000,1,0.4082764297622246
0.25,ADDIS,0.04095002126807729,1000,1,0.4658393213449309
0.25,LORD2.plus,0.02931083325272629,1000,1,0.45868000662186204
0.25,SAFFRON,0.06876957288436453,1000,1,0.45188180136398953
0.25,LOND,0.015786730837671348,1000,1,0.421242055857992
0.30000000000000004,Bonferroni,3.0494490950649017e-4,1000,1,0.2921090837633799
0.30000000000000004,LORD,0.016206246803466752,1000,1,0.41880109684147987
0.30000000000000004,ADDIS,0.03890288165659967,1000,1,0.48104970738741964
0.30000000000000004,LORD2.plus,0.027536861994356523,1000,1,0.4706067729287797
0.30000000000000004,SAFFRON,0.06596442262902306,1000,1,0.47052383446370954
0.30000000000000004,LOND,0.01504302462073786,1000,1,0.4303252199687028
0.35,Bonferroni,1.872557555880627e-4,1000,1,0.2926534300093646
0.35,LORD,0.01532676164888724,1000,1,0.42789810473095874
0.35,ADDIS,0.03747660248835382,1000,1,0.49375628490237666
0.35,LORD2.plus,0.026437615581770987,1000,1,0.4806253977102356
0.35,SAFFRON,0.06180295103316634,1000,1,0.4864629097570099
0.35,LOND,0.014272370226641358,1000,1,0.43808789979759044
0.4,Bonferroni,2.006988726444539e-4,1000,1,0.2923221666704529
0.4,LORD,0.013776394546318845,1000,1,0.4355541974463561
0.4,ADDIS,0.035497415818351946,1000,1,0.5060592197356139
0.4,LORD2.plus,0.023465607652968477,1000,1,0.48941212526323186
0.4,SAFFRON,0.05806535842927524,1000,1,0.5011876780725504
0.4,LOND,0.012813923539995112,1000,1,0.4447286203654824
0.45000000000000007,Bonferroni,1.2590653509333426e-4,1000,1,0.2924860336513256
0.45000000000000007,LORD,0.012735902381594302,1000,1,0.44337792623611
0.45000000000000007,ADDIS,0.034525654411515054,1000,1,0.517836609651385
0.45000000000000007,LORD2.plus,0.02183993159064856,1000,1,0.4975677872388172
0.45000000000000007,SAFFRON,0.05531674120751414,1000,1,0.515667820367975
0.45000000000000007,LOND,0.011829901213406317,1000,1,0.4513363524823564
0.5,Bonferroni,1.2211433265570747e-4,1000,1,0.29172963684999415
0.5,LORD,0.011474105791863339,1000,1,0.4494210427524106
0.5,ADDIS,0.03282680316919077,1000,1,0.5286553760004744
0.5,LORD2.plus,0.019732049103712433,1000,1,0.5042580042059909
0.5,SAFFRON,0.05153483428339172,1000,1,0.52859296055475
0.5,LOND,0.010754531554489959,1000,1,0.456433284289317
0.55,Bonferroni,1.729924624533178e-4,1000,1,0.2919798757241505
0.55,LORD,0.01128587215226061,1000,1,0.45600710823088175
0.55,ADDIS,0.030953064241794385,1000,1,0.5391649548193873
0.55,LORD2.plus,0.019221948456713583,1000,1,0.5112787173228509
0.55,SAFFRON,0.04761107256779074,1000,1,0.5411900722430307
0.55,LOND,0.010641666696026454,1000,1,0.4619140221186393
0.6,Bonferroni,1.0962262655830391e-4,1000,1,0.2921742687105833
0.6,LORD,0.009827213714715753,1000,1,0.4616353902553015
0.6,ADDIS,0.028340009821050505,1000,1,0.5488853086780908
0.6,LORD2.plus,0.016703291878968685,1000,1,0.5174390681612976
0.6,SAFFRON,0.04393228645407222,1000,1,0.5536695259267244
0.6,LOND,0.009159744199241966,1000,1,0.4667751196772704
0.65,Bonferroni,6.810064972119925e-5,1000,1,0.29200981076692195
0.65,LORD,0.008309374370512917,1000,1,0.4672203658359856
0.65,ADDIS,0.027413972969026413,1000,1,0.559741097844155
0.65,LORD2.plus,0.014383841433070045,1000,1,0.5230168377507097
0.65,SAFFRON,0.03981692421936581,1000,1,0.5660803226890215
0.65,LOND,0.007774826931874355,1000,1,0.47116944173853187
0.7000000000000001,Bonferroni,4.354484732253445e-5,1000,1,0.29182230314156477
0.7000000000000001,LORD,0.007024784991543989,1000,1,0.472226548333501
0.7000000000000001,ADDIS,0.024314078810968115,1000,1,0.5691140085203097
0.7000000000000001,LORD2.plus,0.012122082921464493,1000,1,0.5281541799494511
0.7000000000000001,SAFFRON,0.03546006083383991,1000,1,0.5782091725170536
0.7000000000000001,LOND,0.0065854431104197106,1000,1,0.475389489117478
0.75,Bonferroni,6.407685104475149e-5,1000,1,0.29223845287404476
0.75,LORD,0.006330748997282248,1000,1,0.4774708567863296
0.75,ADDIS,0.02069691845850208,1000,1,0.5788167644937666
0.75,LORD2.plus,0.010887936049541285,1000,1,0.5336586326987114
0.75,SAFFRON,0.03068608141735067,1000,1,0.5905292871463512
0.75,LOND,0.0060409365953333245,1000,1,0.4799432309656216
0.8,Bonferroni,2.3809383061129913e-5,1000,1,0.2919265049054894
0.8,LORD,0.004732104872215742,1000,1,0.4820021275990991
0.8,ADDIS,0.01789285497420441,1000,1,0.5887455465041816
0.8,LORD2.plus,0.00834172305894618,1000,1,0.5381638518582017
0.8,SAFFRON,0.025954093483827396,1000,1,0.6037180844931445
0.8,LOND,0.004486363458471501,1000,1,0.4835119176760763
0.85,Bonferroni,2.0333718760630373e-5,1000,1,0.29202921310001073
0.85,LORD,0.00355486429088039,1000,1,0.4867479474192
0.85,ADDIS,0.014602637700058489,1000,1,0.598930232313318
0.85,LORD2.plus,0.006225260899273067,1000,1,0.5428313990425238
0.85,SAFFRON,0.020547716253587242,1000,1,0.6171365635453079
0.85,LOND,0.0033464833658754882,1000,1,0.4872025201093937
0.9,Bonferroni,1.2912317461735191e-5,1000,1,0.29187671447144803
0.9,LORD,0.002366132193691063,1000,1,0.4907629381143682
0.9,ADDIS,0.01001362069860306,1000,1,0.6090589475057716
0.9,LORD2.plus,0.00415500237011281,1000,1,0.5468403764913392
0.9,SAFFRON,0.014538022171699114,1000,1,0.6315312862666572
0.9,LOND,0.002248351990932219,1000,1,0.49037914701915913
0.9500000000000001,Bonferroni,3.5524047349591357e-6,1000,1,0.29181897409810736
0.9500000000000001,LORD,0.0011653290686754107,1000,1,0.4951408950660137
0.9500000000000001,ADDIS,0.005574715348389983,1000,1,0.6203222113968728
0.9500000000000001,LORD2.plus,0.002048649227310165,1000,1,0.5507452709068859
0.9500000000000001,SAFFRON,0.007904855438393019,1000,1,0.6473097905545734
